IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
166.0.198.88,443,443,true,TPE,Asia Pacific,TW,Taipei,204,8.15
45.150.242.232,4445,443,true,TPE,Asia Pacific,TW,Taipei,84,0.62
